=== 消失隊死前鎖點（僅印曾被記錄=曾瀕死的） ===
--- team=-1000036 死前軌跡（最近 100 筆瀕死快照） ---
    tick=50799 task=idle prio=0 reason= combat_target=10 option= food_days=0.00 pop=1 famine_days=0.0 tile=(10, 27) move_target=(-1, -1) flee_from=(-1, -1) committed= cooldown=[] survival_dispatch_would_succeed=false
    tick=8266 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8267 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8268 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8269 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8270 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8271 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8272 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8273 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8274 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8275 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8276 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8277 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8278 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8279 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8280 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8281 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8282 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8283 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8284 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8285 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8286 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8287 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8288 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8289 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8290 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8291 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8292 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8293 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8294 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8295 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8296 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8297 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8298 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.92 pop=3 famine_days=0.0 tile=(13, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8299 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8300 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8301 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8302 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8303 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8304 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8305 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8306 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8307 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8308 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8309 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8310 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8311 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8312 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8313 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8314 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8315 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8316 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8317 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8318 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8319 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8320 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8321 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8322 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8323 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8324 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8325 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8326 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8327 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8328 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8329 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8330 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8331 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8332 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8333 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8334 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8335 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8336 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8337 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8338 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8339 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8340 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8341 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8342 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8343 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8344 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8345 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8346 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8347 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8348 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8349 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8350 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8351 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8352 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8353 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8354 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8355 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8356 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8357 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8358 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8359 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8360 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8361 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8362 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8363 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8364 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8365 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8366 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8367 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8368 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8369 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8370 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8371 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8372 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8373 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8374 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8375 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8376 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8377 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8378 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8379 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8380 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8381 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
    tick=8382 task=覓食 prio=80 reason=survival combat_target=-1 option=survival food_days=2.50 pop=3 famine_days=0.0 tile=(12, 12) move_target=(12, 12) flee_from=(-1, -1) committed=覓食 cooldown=[] survival_dispatch_would_succeed=false
